lon_0, lat_0, N_0, duration, K_suit, K_max, K_min, p_K, r, emigrant_rate, scale_tree
128.6875 -15.270833333333334 3365 366 61785 10 0 0.8269698448746391 1.6486500155077901 0.32250434246124376 0.00015618917242577986
128.6875 -15.270833333333334 3365 366 61785 10 0 0.8269698448746391 1.6486500155077901 0.32250434246124376 0.00024000319643380358
128.6875 -15.270833333333334 3365 366 61785 10 0 0.8269698448746391 1.6486500155077901 0.32250434246124376 7.37015080526473e-05
128.6875 -15.270833333333334 3365 366 61785 10 0 0.8269698448746391 1.6486500155077901 0.32250434246124376 8.765047128980033e-05
128.6875 -15.270833333333334 3365 366 61785 10 0 0.8269698448746391 1.6486500155077901 0.32250434246124376 5.614332247134304e-05
128.6875 -15.270833333333334 3365 366 61785 10 0 0.8269698448746391 1.6486500155077901 0.32250434246124376 0.00020728608651308483
128.6875 -15.270833333333334 3365 366 61785 10 0 0.8269698448746391 1.6486500155077901 0.32250434246124376 6.641730773670817e-05
128.6875 -15.270833333333334 3365 366 61785 10 0 0.8269698448746391 1.6486500155077901 0.32250434246124376 0.00023988265345951354
128.6875 -15.270833333333334 3365 366 61785 10 0 0.8269698448746391 1.6486500155077901 0.32250434246124376 6.903859188612613e-05
128.6875 -15.270833333333334 3365 366 61785 10 0 0.8269698448746391 1.6486500155077901 0.32250434246124376 0.00015684269194327316
128.6875 -15.270833333333334 3365 366 61785 10 0 0.8269698448746391 1.6486500155077901 0.32250434246124376 5.433227035224315e-05
128.6875 -15.270833333333334 3365 366 61785 10 0 0.8269698448746391 1.6486500155077901 0.32250434246124376 2.2726737993690124e-05
128.6875 -15.270833333333334 3365 366 61785 10 0 0.8269698448746391 1.6486500155077901 0.32250434246124376 0.00024739769367084993
128.6875 -15.270833333333334 3365 366 61785 10 0 0.8269698448746391 1.6486500155077901 0.32250434246124376 0.00011485105645430121
128.6875 -15.270833333333334 3365 366 61785 10 0 0.8269698448746391 1.6486500155077901 0.32250434246124376 0.00018024035774598547
128.6875 -15.270833333333334 3365 366 61785 10 0 0.8269698448746391 1.6486500155077901 0.32250434246124376 0.00016223490270947605
128.6875 -15.270833333333334 3365 366 61785 10 0 0.8269698448746391 1.6486500155077901 0.32250434246124376 0.0001077834161789256
128.6875 -15.270833333333334 3365 366 61785 10 0 0.8269698448746391 1.6486500155077901 0.32250434246124376 0.00018107454803085348
128.6875 -15.270833333333334 3365 366 61785 10 0 0.8269698448746391 1.6486500155077901 0.32250434246124376 2.207467175053266e-05
128.6875 -15.270833333333334 3365 366 61785 10 0 0.8269698448746391 1.6486500155077901 0.32250434246124376 0.0002490805670115117
128.6875 -15.270833333333334 3365 366 61785 10 0 0.8269698448746391 1.6486500155077901 0.32250434246124376 0.00013018797249727182
128.6875 -15.270833333333334 3365 366 61785 10 0 0.8269698448746391 1.6486500155077901 0.32250434246124376 0.00023122147200858135
128.6875 -15.270833333333334 3365 366 61785 10 0 0.8269698448746391 1.6486500155077901 0.32250434246124376 0.00011617605830100035
128.6875 -15.270833333333334 3365 366 61785 10 0 0.8269698448746391 1.6486500155077901 0.32250434246124376 9.325919477351909e-05
128.6875 -15.270833333333334 3365 366 61785 10 0 0.8269698448746391 1.6486500155077901 0.32250434246124376 0.00011494924323179147
128.6875 -15.270833333333334 3365 366 61785 10 0 0.8269698448746391 1.6486500155077901 0.32250434246124376 0.00020162386650266338
128.6875 -15.270833333333334 3365 366 61785 10 0 0.8269698448746391 1.6486500155077901 0.32250434246124376 7.812737374205997e-05
128.6875 -15.270833333333334 3365 366 61785 10 0 0.8269698448746391 1.6486500155077901 0.32250434246124376 1.9113130854739118e-05
128.6875 -15.270833333333334 3365 366 61785 10 0 0.8269698448746391 1.6486500155077901 0.32250434246124376 0.00012318025526292622
128.6875 -15.270833333333334 3365 366 61785 10 0 0.8269698448746391 1.6486500155077901 0.32250434246124376 5.7966105064750716e-05
133.47916666666669 -12.229166666666666 40349 577 6701 10 0 0.5374686502407583 1.5180210263348979 0.19904875817807646 9.03256051915308e-05
133.47916666666669 -12.229166666666666 40349 577 6701 10 0 0.5374686502407583 1.5180210263348979 0.19904875817807646 2.973526585418464e-05
133.47916666666669 -12.229166666666666 40349 577 6701 10 0 0.5374686502407583 1.5180210263348979 0.19904875817807646 0.00016885955002991928
133.47916666666669 -12.229166666666666 40349 577 6701 10 0 0.5374686502407583 1.5180210263348979 0.19904875817807646 0.00015417249577623352
133.47916666666669 -12.229166666666666 40349 577 6701 10 0 0.5374686502407583 1.5180210263348979 0.19904875817807646 0.00011610660380041666
133.47916666666669 -12.229166666666666 40349 577 6701 10 0 0.5374686502407583 1.5180210263348979 0.19904875817807646 0.00021189387635152227
133.47916666666669 -12.229166666666666 40349 577 6701 10 0 0.5374686502407583 1.5180210263348979 0.19904875817807646 0.00018628427714078872
133.47916666666669 -12.229166666666666 40349 577 6701 10 0 0.5374686502407583 1.5180210263348979 0.19904875817807646 8.162729553677815e-05
133.47916666666669 -12.229166666666666 40349 577 6701 10 0 0.5374686502407583 1.5180210263348979 0.19904875817807646 7.270270678884336e-05
133.47916666666669 -12.229166666666666 40349 577 6701 10 0 0.5374686502407583 1.5180210263348979 0.19904875817807646 0.0001030886980729791
133.47916666666669 -12.229166666666666 40349 577 6701 10 0 0.5374686502407583 1.5180210263348979 0.19904875817807646 0.0002239914855390427
133.47916666666669 -12.229166666666666 40349 577 6701 10 0 0.5374686502407583 1.5180210263348979 0.19904875817807646 8.845780664499116e-05
133.47916666666669 -12.229166666666666 40349 577 6701 10 0 0.5374686502407583 1.5180210263348979 0.19904875817807646 4.2155268813993816e-05
133.47916666666669 -12.229166666666666 40349 577 6701 10 0 0.5374686502407583 1.5180210263348979 0.19904875817807646 8.721299634414754e-05
133.47916666666669 -12.229166666666666 40349 577 6701 10 0 0.5374686502407583 1.5180210263348979 0.19904875817807646 8.777634060608877e-05
133.47916666666669 -12.229166666666666 40349 577 6701 10 0 0.5374686502407583 1.5180210263348979 0.19904875817807646 1.498842523260023e-05
133.47916666666669 -12.229166666666666 40349 577 6701 10 0 0.5374686502407583 1.5180210263348979 0.19904875817807646 7.917312759674115e-06
133.47916666666669 -12.229166666666666 40349 577 6701 10 0 0.5374686502407583 1.5180210263348979 0.19904875817807646 8.556392541640793e-05
133.47916666666669 -12.229166666666666 40349 577 6701 10 0 0.5374686502407583 1.5180210263348979 0.19904875817807646 1.2948884348601577e-05
133.47916666666669 -12.229166666666666 40349 577 6701 10 0 0.5374686502407583 1.5180210263348979 0.19904875817807646 0.00018513202150031047
133.47916666666669 -12.229166666666666 40349 577 6701 10 0 0.5374686502407583 1.5180210263348979 0.19904875817807646 0.0002080574942986038
133.47916666666669 -12.229166666666666 40349 577 6701 10 0 0.5374686502407583 1.5180210263348979 0.19904875817807646 0.0001562957333328409
133.47916666666669 -12.229166666666666 40349 577 6701 10 0 0.5374686502407583 1.5180210263348979 0.19904875817807646 7.463398880915901e-05
133.47916666666669 -12.229166666666666 40349 577 6701 10 0 0.5374686502407583 1.5180210263348979 0.19904875817807646 0.0002190293126440678
133.47916666666669 -12.229166666666666 40349 577 6701 10 0 0.5374686502407583 1.5180210263348979 0.19904875817807646 2.8806062455736175e-05
133.47916666666669 -12.229166666666666 40349 577 6701 10 0 0.5374686502407583 1.5180210263348979 0.19904875817807646 0.00023916046071086842
133.47916666666669 -12.229166666666666 40349 577 6701 10 0 0.5374686502407583 1.5180210263348979 0.19904875817807646 0.00015266078863403567
133.47916666666669 -12.229166666666666 40349 577 6701 10 0 0.5374686502407583 1.5180210263348979 0.19904875817807646 0.0001621369367931093
133.47916666666669 -12.229166666666666 40349 577 6701 10 0 0.5374686502407583 1.5180210263348979 0.19904875817807646 3.9769306835736064e-05
133.47916666666669 -12.229166666666666 40349 577 6701 10 0 0.5374686502407583 1.5180210263348979 0.19904875817807646 2.2979314952634947e-05
131.6875 -12.8125 97573 615 9100 10 0 0.06350856431177854 2.7272393266165103 0.01080952933031295 8.046530455691275e-05
131.6875 -12.8125 97573 615 9100 10 0 0.06350856431177854 2.7272393266165103 0.01080952933031295 0.00014798502754829112
131.6875 -12.8125 97573 615 9100 10 0 0.06350856431177854 2.7272393266165103 0.01080952933031295 8.117828935803428e-05
131.6875 -12.8125 97573 615 9100 10 0 0.06350856431177854 2.7272393266165103 0.01080952933031295 0.00016407709147317305
131.6875 -12.8125 97573 615 9100 10 0 0.06350856431177854 2.7272393266165103 0.01080952933031295 0.00021296413600698446
131.6875 -12.8125 97573 615 9100 10 0 0.06350856431177854 2.7272393266165103 0.01080952933031295 2.6950000337251634e-05
131.6875 -12.8125 97573 615 9100 10 0 0.06350856431177854 2.7272393266165103 0.01080952933031295 0.0002090847762397162
131.6875 -12.8125 97573 615 9100 10 0 0.06350856431177854 2.7272393266165103 0.01080952933031295 0.00013304209404438154
131.6875 -12.8125 97573 615 9100 10 0 0.06350856431177854 2.7272393266165103 0.01080952933031295 0.00015927486970243203
131.6875 -12.8125 97573 615 9100 10 0 0.06350856431177854 2.7272393266165103 0.01080952933031295 6.634367133027345e-05
131.6875 -12.8125 97573 615 9100 10 0 0.06350856431177854 2.7272393266165103 0.01080952933031295 0.00014101718987752484
131.6875 -12.8125 97573 615 9100 10 0 0.06350856431177854 2.7272393266165103 0.01080952933031295 0.00023675056040326143
131.6875 -12.8125 97573 615 9100 10 0 0.06350856431177854 2.7272393266165103 0.01080952933031295 0.00021761986901329942
131.6875 -12.8125 97573 615 9100 10 0 0.06350856431177854 2.7272393266165103 0.01080952933031295 9.763862031972667e-05
131.6875 -12.8125 97573 615 9100 10 0 0.06350856431177854 2.7272393266165103 0.01080952933031295 0.00018701170251143913
131.6875 -12.8125 97573 615 9100 10 0 0.06350856431177854 2.7272393266165103 0.01080952933031295 4.281101526015766e-05
131.6875 -12.8125 97573 615 9100 10 0 0.06350856431177854 2.7272393266165103 0.01080952933031295 0.00010539144351709396
131.6875 -12.8125 97573 615 9100 10 0 0.06350856431177854 2.7272393266165103 0.01080952933031295 8.62516326272647e-05
131.6875 -12.8125 97573 615 9100 10 0 0.06350856431177854 2.7272393266165103 0.01080952933031295 5.53775861787146e-05
131.6875 -12.8125 97573 615 9100 10 0 0.06350856431177854 2.7272393266165103 0.01080952933031295 0.00013599374497759784
131.6875 -12.8125 97573 615 9100 10 0 0.06350856431177854 2.7272393266165103 0.01080952933031295 0.00018417103671093343
131.6875 -12.8125 97573 615 9100 10 0 0.06350856431177854 2.7272393266165103 0.01080952933031295 3.5420212847777065e-05
131.6875 -12.8125 97573 615 9100 10 0 0.06350856431177854 2.7272393266165103 0.01080952933031295 0.0001429915072565707
