lon_0, lat_0, N_0, duration, K_suit, K_max, K_min, p_K, r, emigrant_rate, scale_tree
131.85416666666669 -14.729166666666666 468612 997 451030 1 0 0.02048585291295346 326.88946807594385 0.14877729997680744 1.420314330775939e-05
131.85416666666669 -14.729166666666666 468612 997 451030 1 0 0.02048585291295346 326.88946807594385 0.14877729997680744 4.407354852981726e-05
131.85416666666669 -14.729166666666666 468612 997 451030 1 0 0.02048585291295346 326.88946807594385 0.14877729997680744 3.787910211524258e-05
131.85416666666669 -14.729166666666666 468612 997 451030 1 0 0.02048585291295346 326.88946807594385 0.14877729997680744 3.7221981653569855e-05
131.85416666666669 -14.729166666666666 468612 997 451030 1 0 0.02048585291295346 326.88946807594385 0.14877729997680744 2.8494416114056595e-05
131.85416666666669 -14.729166666666666 468612 997 451030 1 0 0.02048585291295346 326.88946807594385 0.14877729997680744 2.1280661898419855e-05
131.85416666666669 -14.729166666666666 468612 997 451030 1 0 0.02048585291295346 326.88946807594385 0.14877729997680744 2.2411562690375285e-05
131.85416666666669 -14.729166666666666 468612 997 451030 1 0 0.02048585291295346 326.88946807594385 0.14877729997680744 4.7961124090661165e-05
131.85416666666669 -14.729166666666666 468612 997 451030 1 0 0.02048585291295346 326.88946807594385 0.14877729997680744 2.223970580161476e-05
131.85416666666669 -14.729166666666666 468612 997 451030 1 0 0.02048585291295346 326.88946807594385 0.14877729997680744 1.7265413296422417e-05
134.77083333333334 -13.895833333333334 89093 896 884621 1 0 0.21011189367944028 235.02316244383792 0.8457397838941122 2.227100950521453e-05
134.77083333333334 -13.895833333333334 89093 896 884621 1 0 0.21011189367944028 235.02316244383792 0.8457397838941122 2.633135933596903e-05
134.77083333333334 -13.895833333333334 89093 896 884621 1 0 0.21011189367944028 235.02316244383792 0.8457397838941122 9.005381889455811e-06
134.77083333333334 -13.895833333333334 89093 896 884621 1 0 0.21011189367944028 235.02316244383792 0.8457397838941122 2.703738267638475e-05
134.77083333333334 -13.895833333333334 89093 896 884621 1 0 0.21011189367944028 235.02316244383792 0.8457397838941122 3.0828072864546885e-05
134.77083333333334 -13.895833333333334 89093 896 884621 1 0 0.21011189367944028 235.02316244383792 0.8457397838941122 2.1663947456826034e-05
134.77083333333334 -13.895833333333334 89093 896 884621 1 0 0.21011189367944028 235.02316244383792 0.8457397838941122 2.797501302897393e-05
134.77083333333334 -13.895833333333334 89093 896 884621 1 0 0.21011189367944028 235.02316244383792 0.8457397838941122 2.7112597486094818e-05
134.77083333333334 -13.895833333333334 89093 896 884621 1 0 0.21011189367944028 235.02316244383792 0.8457397838941122 6.187852061160566e-06
134.77083333333334 -13.895833333333334 89093 896 884621 1 0 0.21011189367944028 235.02316244383792 0.8457397838941122 4.4569464127236785e-05
132.6875 -16.979166666666664 327054 848 870224 1 0 0.14012327308003314 114.51454041049458 0.8352155302164679 3.9552505813832025e-05
132.6875 -16.979166666666664 327054 848 870224 1 0 0.14012327308003314 114.51454041049458 0.8352155302164679 1.911049910048067e-05
132.6875 -16.979166666666664 327054 848 870224 1 0 0.14012327308003314 114.51454041049458 0.8352155302164679 3.528394062367278e-05
132.6875 -16.979166666666664 327054 848 870224 1 0 0.14012327308003314 114.51454041049458 0.8352155302164679 9.76255952304744e-06
132.6875 -16.979166666666664 327054 848 870224 1 0 0.14012327308003314 114.51454041049458 0.8352155302164679 1.4905531681126879e-05
132.6875 -16.979166666666664 327054 848 870224 1 0 0.14012327308003314 114.51454041049458 0.8352155302164679 2.0888271574555745e-05
132.6875 -16.979166666666664 327054 848 870224 1 0 0.14012327308003314 114.51454041049458 0.8352155302164679 4.914165490437706e-05
132.6875 -16.979166666666664 327054 848 870224 1 0 0.14012327308003314 114.51454041049458 0.8352155302164679 4.351861327137623e-05
132.6875 -16.979166666666664 327054 848 870224 1 0 0.14012327308003314 114.51454041049458 0.8352155302164679 4.463582393784993e-05
132.6875 -16.979166666666664 327054 848 870224 1 0 0.14012327308003314 114.51454041049458 0.8352155302164679 5.801225603309323e-07
129.39583333333334 -14.395833333333334 774884 990 901464 1 0 0.4163180279086436 734.910735666809 0.4146399954569673 2.1732750019567494e-05
129.39583333333334 -14.395833333333334 774884 990 901464 1 0 0.4163180279086436 734.910735666809 0.4146399954569673 4.438145896692971e-05
129.39583333333334 -14.395833333333334 774884 990 901464 1 0 0.4163180279086436 734.910735666809 0.4146399954569673 2.7645801256440985e-05
129.39583333333334 -14.395833333333334 774884 990 901464 1 0 0.4163180279086436 734.910735666809 0.4146399954569673 1.0988786304150284e-05
129.39583333333334 -14.395833333333334 774884 990 901464 1 0 0.4163180279086436 734.910735666809 0.4146399954569673 4.654957631079138e-05
129.39583333333334 -14.395833333333334 774884 990 901464 1 0 0.4163180279086436 734.910735666809 0.4146399954569673 3.661113104977829e-05
129.39583333333334 -14.395833333333334 774884 990 901464 1 0 0.4163180279086436 734.910735666809 0.4146399954569673 3.261643921942808e-05
129.39583333333334 -14.395833333333334 774884 990 901464 1 0 0.4163180279086436 734.910735666809 0.4146399954569673 3.115589582342636e-05
129.39583333333334 -14.395833333333334 774884 990 901464 1 0 0.4163180279086436 734.910735666809 0.4146399954569673 3.325521786120398e-05
129.39583333333334 -14.395833333333334 774884 990 901464 1 0 0.4163180279086436 734.910735666809 0.4146399954569673 4.581415990850347e-05
129.5625 -16.812499999999996 856105 996 700560 1 0 0.03818482339328033 305.2118642501857 0.01290887118612305 3.561076743027566e-05
129.5625 -16.812499999999996 856105 996 700560 1 0 0.03818482339328033 305.2118642501857 0.01290887118612305 1.833289126136632e-05
129.5625 -16.812499999999996 856105 996 700560 1 0 0.03818482339328033 305.2118642501857 0.01290887118612305 3.284558458764167e-05
129.5625 -16.812499999999996 856105 996 700560 1 0 0.03818482339328033 305.2118642501857 0.01290887118612305 3.4364455248966906e-05
129.5625 -16.812499999999996 856105 996 700560 1 0 0.03818482339328033 305.2118642501857 0.01290887118612305 6.901457061163584e-06
129.5625 -16.812499999999996 856105 996 700560 1 0 0.03818482339328033 305.2118642501857 0.01290887118612305 1.3513951726941987e-05
129.5625 -16.812499999999996 856105 996 700560 1 0 0.03818482339328033 305.2118642501857 0.01290887118612305 4.484156500980918e-05
129.5625 -16.812499999999996 856105 996 700560 1 0 0.03818482339328033 305.2118642501857 0.01290887118612305 2.1989919688968627e-06
129.5625 -16.812499999999996 856105 996 700560 1 0 0.03818482339328033 305.2118642501857 0.01290887118612305 3.55951599593176e-05
